sharpe,return_pct,fitness,max_dd_pct,final_equity,round_trips,trips_per_day,avg_hold_h,win_rate_pct,fees,data_from,data_until,n_hours,n_bars,n_coins,family,engine,name,board,step_h,min_hold_h,enter_top,slots,exec_lag,use_lev,lev_x,gross_pct,max_pair_share,size_mode,exposure_mode,equity,mode,zscore,enter_th,exit_th,lookback,min_agree,min_wallets,max_abs_funding,require_improve,k,a,b,w_rank_inv,w_d_rank,w_wallets,w_d_wallets,w_hold_pct,w_agreement,w_d_agree,w_leverage,w_conviction,w_notional,w_funding,w_d_oi,w_premium,w_ret_1,w_vs_prev_day,w_d_volume,w_ls_imb,w_rank_accel,w_w_accel,w_hold_gap,w_fund_carry,w_crowd,tested_at,run_id
31.7707,304.4332,1834.8786,0,4044.33,1,0.279,56,100,8.9815,2026-09-14T15:00:00Z,2026-09-18T04:00:00Z,86,12,301,follow_rank1,named,follow_rank1,pnl,8,24,1,1,2,1,3,140,1,2,0,1000,,,,,6,,,,,3,21,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-09-18T06:27:50Z,run_20260918T052146Z_from_2026-09-14T080000Z_until_2026-09-18T040000Z
